CustomerId,Last Name,CreditScore,State,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,Estimated Income,Left
15773949,Cherkasova,692,NY,Female,36,3,0,2,1,1,8282.22,1
15743617,Chesnokova,713,NJ,Male,47,1,95994.98,1,1,0,197529.23,1
15814405,Chesnokova,418,NY,Female,46,9,0,1,1,1,81014.5,0
15748597,Chester,844,CT,Male,56,5,99529.7,1,0,1,157230.06,0
15594408,Chia,584,CT,Female,48,2,213146.2,1,1,0,75161.25,0
15779182,Chia,790,CT,Male,46,8,182364.53,1,0,0,139266.48,0
15599722,Chia,609,CT,Female,43,6,86053.52,2,1,1,113276.46,0
15803121,Chia,847,NY,Male,51,5,97565.74,1,0,0,144184.06,0
15806438,Chiabuotu,580,NJ,Female,42,2,123331.36,1,0,0,103516.08,0
15608701,Chialuka,651,NJ,Male,29,3,121890.06,1,1,0,54530.51,0
15801559,Chiang,693,NJ,Female,41,9,181461.48,3,1,1,187929.43,0
15748414,Chiang,526,CT,Female,33,8,114634.63,2,1,0,110114.38,0
15645200,Chiang,581,NJ,Female,54,2,152508.99,1,1,0,187597.98,0
15624993,Chiang,753,NY,Female,36,7,128518.98,1,1,1,44567.83,0
15743411,Chiawuotu,609,CT,Male,61,1,0,1,1,0,22447.85,0
15583580,Chiawuotu,566,NJ,Female,35,1,123042,1,1,0,66245.44,0
15739578,Chiazagomekpere,850,NY,Male,49,6,128663.9,1,1,0,65769.3,0
15640846,Chibueze,546,NJ,Female,58,3,106458.31,4,1,0,128881.87,0
15746012,Chibugo,729,CT,Female,28,0,0,2,1,1,31165.06,0
15708265,Chibugo,581,CT,Female,24,10,159203.71,1,1,1,102517.83,0
15566708,Chidalu,444,NY,Female,45,4,0,2,1,0,161653.5,0
15712483,Chidi,608,CT,Female,28,4,0,2,1,0,10899.63,0
15750545,Chidiebere,629,NY,Male,44,5,0,4,0,0,117572.59,0
15579130,Chidiegwu,708,NJ,Female,43,0,118994.84,1,1,0,181499.77,0
15675431,Chidimma,563,NY,Female,34,6,0,2,0,0,36536.93,1
15590828,Chidimma,782,NJ,Male,42,7,126428.38,1,1,0,39830.1,1
15768495,Chidimma,700,NY,Female,32,8,110923.15,2,1,1,161845.81,0
15738150,Chidozie,591,NY,Male,45,5,0,2,1,1,155492.87,1
15661670,Chidozie,524,NJ,Female,31,8,107818.63,1,1,0,199725.39,0
15720687,Chidubem,576,NY,Female,41,4,112609.91,1,0,0,191035.18,0
15640521,Chidumaga,552,NJ,Male,33,3,144962.74,1,1,0,58844.84,0
15607314,Chiefo,536,CT,Male,53,2,143923.96,1,1,0,2019.78,0
15643671,Chiekwugo,696,NJ,Male,49,5,97036.22,2,1,0,152450.84,0
15703728,Chieloka,700,CT,Male,47,4,0,1,1,0,121798.52,0
15608338,Chiemenam,757,CT,Female,55,9,117294.12,4,1,0,94187.47,0
15600975,Chiemenam,556,NY,Female,54,4,150005.38,1,1,0,157015.5,0
15668774,Chiemenam,758,NJ,Female,23,5,122739.1,1,1,0,102460.84,0
15687001,Chiemenam,596,NJ,Male,54,1,123544,1,1,1,120314.75,0
15806929,Chien,751,NJ,Male,36,5,73194.99,1,1,1,89222.66,1
15617197,Chien,524,NY,Male,50,4,0,2,1,1,31840.59,0
15578141,Chien,592,CT,Male,38,3,0,1,1,1,12905.89,0
15814675,Chien,642,NJ,Female,39,8,128264.03,1,1,0,61792.76,0
15791533,Chien,367,CT,Male,42,6,93608.28,1,1,0,168816.73,0
15579559,Chienezie,544,CT,Male,30,8,145241.63,1,1,1,80676.83,1
15576216,Chienezie,655,NJ,Female,37,4,108862.76,1,1,0,79555.08,0
15643158,Chiganu,598,NY,Female,40,9,0,1,1,0,68462.59,0
15568819,Chiganu,619,NJ,Female,42,8,132796.04,3,1,1,191821.35,0
15672970,Chigolum,714,CT,Male,20,3,0,2,0,1,150465.93,1
15799966,Chigolum,792,NJ,Female,59,9,101609.77,1,0,0,161479.19,0
15762716,Chigozie,762,CT,Female,60,10,168920.75,1,1,0,31445.03,0
15782941,Chijindum,573,NY,Male,31,2,0,2,1,1,91957.39,1
15572038,Chijindum,660,NJ,Male,35,9,113948.58,1,1,0,188891.96,0
15798844,Chijindum,678,NY,Male,54,7,128914.97,1,0,0,191746.23,0
15655360,Chikelu,782,NJ,Female,72,5,148666.99,1,1,0,2605.65,0
15772798,Chikezie,711,CT,Female,28,5,0,2,1,1,93959.96,1
15791373,Chikezie,850,NJ,Female,35,2,80931.75,1,0,0,12639.67,0
15704583,Chikwado,651,NY,Male,56,2,0,1,1,0,114522.68,0
15713774,Chikwendu,644,CT,Female,46,6,12459.19,1,0,0,156787.34,0
15583863,Chimaobim,681,NJ,Male,49,8,142946.18,1,0,0,187280.51,0
15585066,Chimaraoke,660,NY,Female,43,1,0,1,0,1,112026.1,0
15784923,Chimezie,705,NJ,Female,37,3,109974.22,1,1,1,36320.87,0
15724536,Chin,560,CT,Female,28,1,0,2,1,1,120880.72,1
15660429,Chin,665,CT,Female,42,2,156371.61,2,0,1,156774.94,0
15765982,Chin,735,NY,Male,41,7,74135.85,1,1,1,11783.1,0
15657529,Chin,714,NJ,Male,53,1,99141.86,1,1,1,72496.05,0
15636330,Chin,588,NJ,Female,48,1,143279.58,2,1,0,31580.8,0
15805690,Chin,694,CT,Female,35,7,0,1,1,0,133570.43,0
15610446,Chinedum,714,NY,Female,51,4,88308.87,3,0,0,5862.53,0
15643967,Chineze,652,NY,Female,37,4,92208.54,1,0,1,197699.8,0
15807900,Chineze,575,NY,Male,36,7,0,1,1,1,55868.97,0
15639278,Chinomso,580,NJ,Female,36,6,145387.32,2,1,1,169963.2,0
15797900,Chinomso,517,NY,Male,56,9,142147.32,1,0,0,39488.04,0
15807546,Chinwendu,837,NY,Female,38,2,0,2,1,1,46395.21,1
15802758,Chinwendu,594,NJ,Female,23,4,104753.84,2,1,0,56756.52,0
15764431,Chinwenma,671,CT,Female,34,5,130929.02,4,1,1,28238.25,0
15645323,Chinwenma,630,NY,Male,55,2,0,1,1,1,106202.07,0
15670866,Chiu,693,NY,Male,31,2,0,2,1,1,107759.31,1
15786418,Chiu,546,NY,Female,20,6,0,1,0,1,20508.85,1
15683930,Chiu,593,NJ,Female,32,9,134096.53,2,1,0,53931.05,0
15663161,Chiu,680,NJ,Female,51,5,143139.87,1,0,0,47795.43,0
15647385,Chiu,579,CT,Male,56,4,99340.83,1,0,0,4523.74,0
15807563,Chiu,841,NY,Female,52,5,0,1,0,0,183239.71,0
15589017,Chiu,547,NJ,Male,55,4,111362.76,3,1,0,16922.28,0
15659567,Chiu,473,NY,Female,39,9,117103.26,2,1,1,85937.52,0
15763029,Chiu,612,NJ,Male,46,9,161450.03,1,1,1,96961,0
15653347,Chiu,560,CT,Male,47,1,0,1,0,0,128882.66,0
15570414,Chizoba,618,CT,Male,41,4,115251.64,1,0,0,136435.75,1
15722902,Chizuoke,652,NJ,Male,50,8,125437.64,1,1,1,17160.94,0
15679145,Chou,706,CT,Male,57,7,0,1,1,0,17941.16,0
15679249,Chou,351,NJ,Female,57,4,163146.46,1,1,0,169621.69,0
15640258,Chou,685,NY,Female,50,6,94238.75,2,1,1,50664.07,0
15686060,Chou,670,NJ,Male,43,9,111677.88,1,1,0,178827.3,0
15581440,Christie,724,NJ,Female,48,6,110463.25,2,1,1,80552.11,0
15724076,Christie,815,CT,Female,57,5,0,3,0,0,38941.44,0
15610416,Christie,745,NY,Female,36,9,0,1,1,0,19605.18,0
15677310,Christie,761,NJ,Male,62,5,98854.34,1,0,0,86920.97,0
15724663,Christmas,654,CT,Female,36,5,0,2,0,0,157238.05,1
15599329,Christopher,697,NY,Female,49,7,195238.29,4,0,1,131083.56,0
15669606,Chu,690,NY,Male,33,5,0,2,1,0,138017.68,1
15804864,Chu,670,NY,Female,27,5,79336.61,1,1,1,26170.08,1
15574012,Chu,645,CT,Male,44,8,113755.78,2,1,0,149756.71,0
15801942,Chu,619,CT,Female,41,8,0,3,1,1,79866.73,0
15669782,Chu,820,NJ,Male,39,9,111336.89,1,1,0,16770.31,0
15590241,Chuang,750,CT,Female,34,9,112822.26,1,0,0,150401.53,0
15579212,Chuang,638,NY,Male,57,6,0,1,1,0,33676.48,0
15588449,Chuang,591,CT,Female,27,5,107812.67,1,0,1,162501.83,0
15796334,Chukwualuka,558,NJ,Male,39,10,144757.02,1,1,0,22878.16,0
15691723,Chukwudi,631,CT,Male,55,9,99685.06,1,1,0,114474.98,1
15645511,Chukwudi,727,CT,Male,43,2,97403.18,1,1,1,107415.02,0
15730759,Chukwudi,561,NY,Female,27,9,135637,1,1,0,153080.4,0
15768233,Chukwuebuka,435,NJ,Male,37,8,114346.3,1,0,1,980.93,0
15696989,Chukwueloka,469,NJ,Female,52,8,139493.25,3,0,0,150093.32,0
15682686,Chukwuemeka,722,NY,Female,38,3,0,2,0,1,167984.72,1
15727384,Chukwuemeka,705,NJ,Female,43,10,146547.78,1,0,1,10072.55,0
15719479,Chukwuhaenye,619,CT,Female,56,7,0,2,1,1,42442.21,1
15621004,Chukwuhaenye,603,NY,Male,32,7,0,1,1,0,198055.94,0
15814690,Chukwujekwu,595,NJ,Female,64,2,105736.32,1,1,1,89935.73,0
15675964,Chukwukadibia,672,NY,Female,45,9,0,1,1,1,92027.69,0
15710315,Chukwukadibia,529,NJ,Male,29,4,135759.4,1,0,0,112813.79,0
15623107,Chukwumaobim,686,CT,Male,45,3,74274.87,3,1,0,64907.48,0
15652883,Chung,492,NJ,Male,39,10,124576.65,2,1,0,148584.61,1
15647570,Chung,640,NJ,Male,45,8,120591.19,1,0,0,195123.94,1
15781553,Chung,760,NJ,Female,49,9,91502.99,1,1,0,117232.9,0
15666548,Chung,466,NJ,Female,56,2,111920.13,3,1,0,197634.11,0
15707596,Chung,546,NJ,Female,74,8,114888.74,2,1,1,66732.63,0
15608541,Claiborne,498,NY,Male,46,1,91857.66,1,1,0,101954.78,0
15642468,Clark,697,NY,Male,42,9,132739.26,2,0,0,174667.65,1
15789560,Clark,668,NY,Male,42,8,187534.79,1,1,1,32900.41,0
15738148,Clarke,465,NY,Female,51,8,122522.32,1,0,0,181297.65,0
15778410,Clarke,533,CT,Female,52,7,0,1,0,1,194113.99,0
15702095,Clarke,585,CT,Female,56,1,128472.8,1,1,0,186476.91,0
15592716,Clarke,559,NY,Male,52,2,0,1,1,0,129013.59,0
15687162,Clayton,461,NY,Male,51,9,119889.84,1,0,0,56767.67,0
15576263,Clements,759,NY,Female,22,5,0,1,1,0,22303.17,1
15696355,Cleveland,724,NJ,Male,37,6,125489.4,1,1,0,118570.53,1
15623369,Clifton,708,NY,Male,52,10,105355.81,1,1,0,123.07,0
15574352,Clogstoun,850,NY,Male,43,4,161256.53,1,1,1,140071.57,1
15765093,Coates,704,NY,Male,23,6,166594.78,1,1,1,155823.2,1
15623712,Coates,453,CT,Female,42,5,0,3,1,0,83008.49,0
15642530,Coates,706,NJ,Female,47,10,144090.42,1,1,0,140938.95,0
15656710,Cocci,613,NY,Male,40,4,0,1,0,0,151325.24,1
15719377,Cocci,804,NY,Female,50,4,0,1,1,1,8546.87,0
15815490,Cocci,670,NJ,Male,40,2,164948.98,3,0,0,177028,0
15723263,Cocci,495,NJ,Female,34,9,117160.32,1,1,1,116069.24,0
15615126,Cocci,780,NY,Female,37,3,0,2,0,0,182156.81,0
15783225,Cocci,737,NY,Male,54,9,0,1,1,0,83470.4,0
15811565,Cocci,705,CT,Female,47,3,63488.7,1,0,1,28640.92,0
15808386,Cocci,721,NJ,Female,45,7,138523.2,1,0,0,59604.45,0
15719426,Cole,529,NY,Male,67,8,103101.56,2,1,1,154002.02,0
15781272,Coles,669,NY,Male,50,4,149713.61,3,1,1,124872.42,0
15641688,Collier,644,CT,Male,18,7,0,1,0,1,59645.24,0
15629338,Collingridge de Tourcey,658,CT,Female,31,2,36566.96,1,1,0,103644.98,0
15592583,Colman,731,NY,Female,47,1,115414.19,3,0,0,191734.67,0
15614103,Colombo,850,NJ,Male,42,8,119839.69,1,0,1,51016.02,0
15625092,Colombo,502,NJ,Female,57,3,101465.31,1,1,0,43568.31,0
15679551,Colombo,504,CT,Female,46,2,163764.84,1,1,1,165122.55,0
15664849,Colon,573,CT,Male,46,3,65269.23,1,0,1,189988.65,0
15778149,Connolly,538,CT,Male,68,9,0,2,1,0,110440.5,0
15663888,Connor,549,NJ,Male,34,6,204017.4,2,1,0,109538.35,1
15575748,Conti,809,NY,Male,36,9,68881.59,2,0,1,109135.11,1
15570533,Conti,621,NJ,Female,55,7,131033.76,1,0,1,75685.59,0
15696287,Converse,682,NJ,Female,38,1,116520.28,1,1,1,49833.5,0
15773487,Conway,634,NJ,Female,31,8,76798.92,1,0,0,196021.73,1
15593736,Cook,598,NJ,Female,46,7,131769.04,1,0,0,184980.23,0
15766683,Coombes,549,NJ,Male,36,6,139422.37,1,0,0,83983.39,0
15772412,Corser,554,CT,Male,30,6,135370.12,1,1,1,179689.05,0
15666095,Costa,753,CT,Male,51,4,79811.72,2,0,1,68260.27,0
15812893,Costa,629,NY,Female,39,10,0,2,1,1,43174.49,0
15642098,Cox,622,CT,Female,36,0,108960,2,1,0,111180.3,0
15649853,Craig,625,NY,Female,45,3,0,1,1,1,184474.15,0
15593778,Craig,779,NY,Female,29,3,46388.16,3,1,0,127939.26,0
15809826,Craigie,728,NY,Female,46,2,109705.52,1,1,0,20276.87,0
15607537,Crawford,587,NJ,Male,46,9,107850.82,1,1,0,139431,0
15610972,Crawford,681,NJ,Female,44,4,91115.76,2,0,0,24208.84,0
15686835,Crawford,738,NJ,Female,57,9,148384.64,1,0,0,155047.11,0
15756625,Crawford,752,NY,Female,41,8,0,2,1,0,139844.04,0
15641413,Crawford,587,NJ,Female,49,7,155393.98,2,1,0,13308.2,0
15682528,Cremonesi,572,NY,Male,33,5,0,1,0,1,41139.05,1
15637599,Cremonesi,510,NJ,Female,44,4,123070.89,1,1,0,28461.29,0
15654457,Cross,685,CT,Female,30,2,0,3,1,1,172576.43,0
15730394,Crowther,709,NY,Female,43,8,0,2,0,0,168035.62,0
15643361,Cullen,477,NJ,Male,34,8,139959.55,2,1,1,189875.83,1
15573456,Cunningham,648,CT,Male,46,9,127209,2,1,0,77405.95,0
15578761,Cunningham,459,CT,Female,42,6,129634.25,2,1,1,177683.02,0
15647842,Cunningham,601,NJ,Female,48,8,120782.7,1,1,0,63940.68,0
15700854,Cunningham,595,CT,Male,35,8,0,1,1,0,100015.79,0
15602647,Cunningham,729,NJ,Male,39,6,127415.85,1,1,1,184977.2,0
15579706,Curtis,611,NY,Female,46,5,0,1,1,0,77677.14,0
15690744,Custance,683,NY,Male,43,2,112499.42,2,1,0,30375.18,1
15748797,Dale,636,CT,Female,33,0,0,1,1,0,92277.47,0
15613772,Dalrymple,542,NY,Male,39,3,135096.77,1,1,1,14353.43,0
15595324,Daniels,579,NJ,Female,39,5,117833.3,3,0,0,5831,0
15673984,Daniels,536,NY,Female,35,8,0,1,1,0,171840.24,0
15711789,Davey,768,CT,Female,42,3,0,1,0,0,161242.99,0
15592078,Davide,590,NJ,Female,27,8,123599.49,2,1,0,1676.92,1
15729771,Davide,799,NJ,Male,31,9,154586.92,1,0,1,88604.89,0
15659092,Davide,621,NY,Female,50,5,0,2,1,0,191756.54,0
15733361,Davide,651,NJ,Female,45,6,86714.06,1,1,0,85869.89,0
15662291,Davidson,534,NY,Female,55,8,116973.26,3,1,0,122066.5,0
15616454,Davidson,476,NJ,Female,34,8,111905.43,1,0,1,197221.81,0
15719508,Davis,575,NJ,Male,49,7,121205.15,4,1,1,168080.53,0
15763108,Davis,600,NJ,Male,53,7,106261.63,1,1,0,93629.66,0
15755731,Davis,635,NJ,Male,53,8,117005.55,1,0,1,123646.57,0
15692744,Davison,512,NY,Male,36,4,152169.12,2,0,0,38629.3,0
15608653,Davison,521,CT,Female,34,7,70731.07,1,1,1,20243.97,0
15647838,Davison,648,NJ,Female,51,2,116574.84,1,1,0,4121.04,0
15569571,Davydova,584,NJ,Female,46,6,87361.02,2,1,0,120376.87,0
15691513,Dawkins,592,NY,Male,60,9,0,4,1,1,13614.01,0
15657342,Dawson,850,NJ,Male,28,4,147972.19,1,1,0,60708.72,0
15608344,Dawson,749,NJ,Female,29,7,137059.05,3,1,0,102975.72,0
15657284,Day,674,NJ,Male,47,6,106901.94,1,1,1,2079.2,0
15656822,Day,568,NJ,Male,43,5,87612.64,4,1,1,107155.4,0
15652030,De Bernales,637,NJ,Male,49,2,108204.52,1,1,0,169037.84,0
15567013,De Luca,779,CT,Male,33,3,0,2,1,0,30804.68,1
15785559,De Luca,678,NY,Male,43,1,133237.21,1,1,0,111032.79,0
15590234,De Luca,697,NY,Female,42,1,0,1,1,0,1262.83,0
15589698,De Luca,555,NJ,Male,42,6,107104.5,1,1,1,41304.44,0
15752809,De Mestre,702,CT,Male,43,6,116121.67,1,1,0,61602.42,1
15689598,Dean,722,NY,Male,46,6,0,1,1,1,93917.68,0
15608381,Dean,585,NJ,Male,50,2,125845.66,1,1,0,9439.31,0
15778830,Dellucci,841,NY,Male,31,2,0,2,1,0,173240.52,1
15684548,Demidov,556,CT,Male,38,8,0,2,0,0,417.41,0
15584037,Denisov,727,NJ,Male,58,5,106913.43,1,1,0,25881,0
15704657,Denman,601,NY,Male,39,3,72647.64,1,1,0,41777.9,0
15773283,Dennis,641,NY,Male,65,6,38340.02,1,1,0,32607.77,0
15803749,DeRose,498,NJ,Female,41,4,87541.06,2,1,1,12577.21,0
15797381,DeRose,593,NJ,Female,48,3,133903.12,2,1,1,85902.39,0
15754940,Descoteaux,597,CT,Male,43,2,85162.26,1,0,1,5104.08,0
15588670,Despeissis,705,CT,Female,40,5,203715.15,1,1,0,179978.68,0
15722632,Dickson,716,NJ,Male,50,2,119655.77,1,1,1,12944.17,0
15730673,Dietz,567,NJ,Male,40,7,122265.24,1,1,0,138552.74,1
15612087,Dike,671,NY,Male,45,2,106376.85,1,0,1,158264.62,1
15779176,Dike,565,NJ,Female,58,3,108888.24,3,0,1,135875.51,0
15599792,Dimauro,545,NY,Female,26,1,0,2,1,1,199638.56,1
15585367,Diribe,555,NJ,Female,46,4,120392.99,1,1,0,177719.88,0
15629677,Distefano,687,CT,Female,39,2,0,3,0,0,188150.6,0
15688337,Dixon,721,NY,Male,40,9,118129.87,1,1,1,160277.65,1
15600337,Dobie,661,CT,Male,42,2,178820.91,1,0,0,29358.57,0
15637891,Docherty,613,NJ,Female,43,4,140681.68,1,0,1,20134.07,1
15730038,Docherty,706,NY,Female,23,5,0,1,0,0,164128.41,0
15798975,Doherty,606,NJ,Male,48,4,132403.56,1,0,0,36091.91,0
15581252,Dolgorukova,632,CT,Female,29,7,80922.75,1,1,0,7820.78,1
15776156,Dolgorukova,521,NY,Male,27,4,121325.84,1,1,1,164223.7,0
15799626,Donaghy,637,NJ,Male,50,4,126345.55,1,0,1,17323,0
15719017,Donaldson,672,NY,Female,34,8,0,2,1,1,16245.25,1
15688409,Donaldson,742,NY,Female,28,2,191864.51,1,1,0,108457.99,0
15726832,Donnelly,850,NJ,Male,61,3,141784.02,1,1,1,92053.75,1
15616676,Donnelly,632,NJ,Male,23,3,122478.51,1,1,0,147230.77,0
15587233,Donoghue,457,NY,Male,41,8,73700.12,3,1,1,185750.02,0
15660147,Dore,493,CT,Male,32,8,46161.18,1,1,1,79577.4,1
15631392,Douglas,654,NJ,Male,43,9,84673.17,2,0,1,82081.35,1
15738181,Douglas,850,NY,Male,31,6,67996.23,2,0,0,50129.87,0
15621083,Douglas,698,NY,Male,57,6,136325.48,2,1,1,72549.27,0
15675854,Douglas,573,CT,Male,50,0,159304.07,1,0,1,155915.24,0
15803538,Douglas,695,CT,Male,56,1,0,3,1,0,187734.49,0
15605072,Douglas,638,NY,Female,43,3,145860.98,1,1,1,142763.51,0
15632051,Douglas,550,NJ,Female,42,10,128707.31,1,1,0,63092.65,0
15777873,Downer,628,NY,Female,31,5,0,1,0,0,147963.07,0
15662736,Doyle,559,NY,Male,49,2,147069.78,1,1,0,120540.83,0
15753549,Dubinina,669,NY,Male,25,1,157848.53,1,0,0,37543.93,0
15631240,Dubinina,645,NY,Female,36,8,0,2,1,1,12096.61,0
15646490,Duffy,537,CT,Male,42,1,190569.23,1,0,1,127154.8,1
15744717,Duffy,726,NY,Female,44,2,0,2,1,1,26733.86,1
15813946,Duffy,637,NJ,Male,51,1,104682.83,1,1,0,55266.96,0
15720919,Duggan,667,NY,Male,42,7,0,1,0,1,108348.94,0
15566563,Duigan,777,NY,Female,30,4,137851.31,1,1,0,5008.23,0
15686670,Duke,588,NY,Female,36,2,0,2,1,0,92536,0
15772896,Dumetochukwu,763,NJ,Male,42,6,100160.75,1,1,0,33462.94,0
15610383,Dumetolisa,628,NY,Female,46,1,46870.43,4,1,0,31272.14,0
15655123,Dumetolisa,505,CT,Female,45,9,131355.3,3,1,0,195395.33,0
15804919,Dunbabin,670,CT,Female,65,1,0,1,1,1,177655.68,0
15586585,Duncan,698,NJ,Female,51,2,111018.98,1,1,0,86410.28,1
15770719,Duncan,697,NY,Female,39,6,151553.19,1,1,1,44946.29,1
15644833,Duncan,675,NY,Male,54,2,0,1,1,0,149583.67,0
15773723,Duncan,588,CT,Female,22,9,67178.19,1,1,1,163534.75,0
15803842,Dunn,752,NJ,Female,45,3,105426.5,2,0,1,89773.45,1
15603465,Dunn,665,NJ,Female,45,5,155447.65,2,1,0,51871.95,0
15644796,Dyer,821,CT,Female,38,8,0,2,0,1,126241.4,0
15662501,Ebelechukwu,583,NY,Male,48,3,91246.53,1,1,0,60017.46,0
15578297,Ebelegbulam,737,NJ,Female,43,1,125537.38,1,1,0,138510.01,0
15760456,Eberechukwu,731,NY,Female,38,10,123711.73,2,1,0,171340.68,0
15694404,Eberegbulam,781,NY,Female,42,3,156555.54,1,1,1,175674.01,1
15592773,Eberegbulam,630,NJ,Female,51,0,108449.23,3,0,0,88372.69,0
15649033,Echezonachukwu,603,NJ,Female,55,7,127723.25,2,1,0,139469.11,0
15727299,Edgar,445,CT,Male,62,1,64119.38,1,1,1,76569.64,0
15703037,Edwards,618,NY,Male,37,5,0,1,0,1,178705.45,0
15690330,Efimov,830,NJ,Female,40,8,77701.64,1,0,1,19512.38,1
15779522,Efimov,736,NY,Female,24,0,0,2,1,0,109355.73,0
15750671,Egobudike,512,CT,Male,31,6,0,2,1,0,168462.26,1
15629985,Eidson,723,NJ,Female,47,10,90450,2,0,0,103379.31,0
15604576,Eiland,850,CT,Male,22,3,0,1,1,1,144385.54,1
15700801,Eipper,850,NJ,Male,42,6,84445.68,3,0,1,60021.34,0
15808674,Ejikemeifeuwa,616,NJ,Female,45,6,128352.59,3,1,1,144000.59,0
15569807,Ejimofor,673,NY,Female,34,8,42157.08,1,1,0,20598.59,0
15741336,Ejimofor,715,NY,Female,38,5,118590.41,1,1,1,5684.17,0
15704284,Ekechukwu,736,NJ,Male,57,9,95295.39,1,1,0,28434.44,0
15800251,Elder,583,NJ,Female,26,10,72835.56,2,1,0,96792.15,1
15682868,Elliott,850,NY,Female,40,9,99816.46,1,1,1,163989.66,0
15748660,Ellis,561,NJ,Female,49,1,102025.32,1,1,0,133051.64,0
15571284,Elmore,756,NJ,Male,32,0,109528.16,2,1,1,56176.31,1
15811588,Eluemuno,664,CT,Female,53,7,187602.18,1,1,0,186392.99,0
15746199,Eluemuno,558,NY,Female,41,6,0,1,1,1,143585.29,0
15611058,Eluemuno,702,NJ,Female,60,5,138597.54,2,1,1,41536.59,0
15784124,Emenike,645,NJ,Male,41,2,93925.3,1,1,0,123982.14,0
15684395,Enderby,446,CT,Female,45,10,125191.69,1,1,1,128260.86,0
15600110,Endrizzi,506,NJ,Female,41,3,57745.76,1,1,0,4035.46,1
15783444,Endrizzi,788,NY,Female,39,3,135139.33,1,0,1,113086.08,1
15596671,Endrizzi,603,CT,Female,42,8,91611.12,1,0,0,144675.3,0
15703820,Endrizzi,552,NY,Male,42,9,133701.07,2,1,0,101069.71,0
15760294,Endrizzi,512,NY,Female,41,8,145150.28,1,1,0,64869.32,0
15789974,Enemuo,713,NY,Male,33,6,94598.48,1,0,0,197519.66,0
15641662,Enticknap,470,NJ,Male,39,5,117469.91,2,0,0,63705.9,1
15726032,Enyinnaya,608,NY,Male,33,9,89968.69,1,1,0,68777.26,1
15706534,Enyinnaya,581,NY,Female,47,1,122949.14,1,0,0,180251.68,0
15706163,Enyinnaya,518,NJ,Male,46,4,113625.93,1,0,0,92727.42,0
15812616,Enyinnaya,707,NY,Female,49,10,0,1,1,0,82967.97,0
15617304,Ershova,722,NY,Male,40,6,0,2,1,1,111893.09,1
15594133,Erskine,697,CT,Male,62,7,0,1,1,0,129188.18,0
15753566,Espinosa,806,NY,Female,32,3,63763.49,1,1,0,156593.09,1
15777599,Esposito,746,NJ,Male,34,6,141806,2,1,1,183494.87,1
15663421,Esposito,527,CT,Male,28,6,128396.33,2,1,0,79919.97,1
15707567,Esposito,732,NJ,Male,50,6,145338.76,1,0,0,91936.1,0
15744517,Esposito,735,CT,Male,50,9,0,1,0,0,166677.35,0
15691906,Esposito,664,NJ,Female,49,5,127421.78,2,1,0,108876.75,0
15773792,Evans,662,NY,Female,32,4,133950.37,1,1,1,48725.68,0
15683124,Evans,713,NY,Male,53,6,115029.4,1,0,0,191521.32,0
15733777,Evans,817,NY,Male,44,8,0,1,0,0,65501.91,0
15732644,Evans,567,CT,Female,54,5,92316.31,2,1,0,158590.66,0
15770516,Evdokimov,616,CT,Female,44,7,193213.02,2,1,1,137392.77,1
15597914,Evdokimov,641,NJ,Female,51,2,117306.69,4,1,1,26912.72,0
15635964,Eve,566,NJ,Male,65,4,120100.41,1,1,0,107563.16,0
15800856,Ewen,643,CT,Male,34,3,83132.09,1,1,1,21360.88,1
15740283,Ewing,850,NY,Male,29,1,0,2,0,0,152996.89,1
15754443,Fadden,443,NY,Female,35,9,108308,1,1,0,129031.19,0
15649744,Fallaci,628,NY,Female,51,3,123981.31,2,1,1,40546.15,1
15654700,Fallaci,523,NY,Female,40,2,102967.41,1,1,0,128702.1,0
15570835,Fallaci,491,NJ,Female,57,4,112044.72,1,1,1,41229.73,0
15590810,Fallaci,638,NJ,Female,41,9,144326.09,1,1,0,73979.85,0
15712536,Fallaci,625,NY,Female,36,3,0,2,1,0,41295.1,0
15681878,Fan,436,NJ,Male,45,3,104339.11,2,1,1,183540.22,0
15760865,Fan,754,NJ,Female,48,7,141819.02,1,1,0,93550.53,0
15773934,Fang,670,NY,Male,33,6,88294.6,1,1,0,66979.06,1
15592914,Fang,683,NY,Female,29,9,0,2,1,1,48849.89,1
15603846,Fang,711,CT,Male,37,2,0,2,1,0,83978.86,0
15651983,Fang,591,NY,Female,56,9,128882.49,1,1,1,196241.94,0
15810075,Fang,648,NY,Female,39,6,130694.89,2,1,1,153955.38,0
15775067,Fang,606,NY,Male,47,3,93578.68,2,0,1,137720.56,0
15611365,Fanucci,730,NY,Female,32,9,127661.69,1,0,0,60905.51,1
15609618,Fanucci,721,NJ,Male,28,9,154475.54,2,0,1,101300.94,0
15709117,Fanucci,823,CT,Female,46,3,81576.75,1,1,1,28370.95,0
15810460,Fanucci,708,CT,Female,64,5,0,3,0,1,112520.07,0
15751392,Fanucci,689,CT,Female,57,4,0,2,1,0,136649.8,0
15657829,Fanucci,806,NJ,Male,30,8,168078.83,1,1,0,85028.36,0
15701439,Fanucci,698,CT,Female,50,1,0,4,1,0,88566.9,0
15687431,Faria,642,NY,Female,41,7,115171.71,1,1,1,37674.47,1
15804131,Farmer,850,CT,Female,53,7,65407.16,2,0,0,182633.63,0
15569050,Farrell,444,NY,Male,45,6,0,1,1,0,130009.85,0
